_id,PK,CCR,HIERARCHY,INCIDENTTIME,INCIDENTLOCATION,CLEAREDFLAG,INCIDENTNEIGHBORHOOD,INCIDENTZONE,INCIDENTHIERARCHYDESC,OFFENSES,INCIDENTTRACT,COUNCIL_DISTRICT,PUBLIC_WORKS_DIVISION,X,Y
339367,3396744,23069932,99,2023-05-10T19:23:00,"500 Block Southern AV Pittsburgh, PA 15211",N,Mount Washington,3,NA,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1914,2,5,-80.01134926681004,40.42360638379753
339368,3396745,23069933,26,2023-05-10T19:25:00,"2500 Block Webster AV Pittsburgh, PA 15219",Y,Bedford Dwellings,2,HARRASSMENT-OTHER,2709 Harassment (Non-Specific),509,6,3,-79.97221721058021,40.449542835916866
339369,3396746,23069941,99,2023-05-10T19:20:00,"2500 Block Brownsville RD Pittsburgh, PA 15210",N,Carrick,3,NA,9994 PFA Service,2904,4,3,-79.98115113919414,40.38669249057316
339370,3396749,23069959,23,2023-05-10T19:55:00,"S 18th ST & Jane ST Pittsburgh, PA 15203",Y,South Side Flats,3,PUBLIC DRUNKENESS,5503 Disorderly Conduct. / 5505 Public Drunkenness,1702,3,3,-79.98074363054391,40.42696112705873
339371,3396750,23069971,15,2023-05-10T20:20:00,"5400 Block Rosetta ST Pittsburgh, PA 15206",N,Garfield,5,WEAPONS-CARRY/POS-OTHER,8106 Shots Fired,1114,,,,
339372,3396751,23069507,10,2023-05-10T03:25:00,"Smithfield ST & Blvd Of The Allies Pittsburgh, PA 15222",N,Central Business District,2,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",201,6,6,-80.00018322115504,40.43778601323415
339373,3396752,23069983,24,2023-05-10T06:45:00,"1200 Block Woodland AV Pittsburgh, PA 15212",N,Marshall-Shadeland,1,HARRASSMENT BY COMUN/ADDRESS,2709(a) Harassment.,2715,1,1,-80.02751033651488,40.469739623073835
339374,3396753,23069528,5,2023-05-10T05:15:00,"1800 Block Bentley DR Pittsburgh, PA 15222",N,Upper Hill,2,BURGLARY/NO FORCE/RES,3502 Burglary.,506,6,3,-79.97407657843345,40.44081639092915
339375,3396754,23069986,4,2023-05-10T20:29:00,"5700 Block Ellsworth AV Pittsburgh, PA 15232",N,Shadyside,4,DISCHARGE OF FIREARM INTO OCC.STRUCTURE,3304 Criminal Mischief. / 2707.1 Discharge of a Firearm into Occupied Structure,705,8,2,-79.93212120184371,40.45467996867786
339376,3396755,23069892,3,2023-05-10T18:17:00,"300 Block Forbes AV Pittsburgh, PA 15222",Y,Central Business District,2,ROBBERY/HIGHWAY/STRONGARM,3701 Robbery.,201,6,6,-80.00076025677991,40.439953419738366
339377,3396758,23069538,26,2023-05-10T07:35:00,"600 Block N Dallas AV Pittsburgh, PA 15208",Y,Homewood West,5,HARRASSMENT-OTHER,"6501(a)(1) Scattering Rubbish; Any waste, dangerous or detrimental substance upon public property or waters / 2709(a)(3) Harassment No Legitimate Purpose",1207,8,3,-79.9119103577038,40.446564758870586
339378,3396759,23069541,99,2023-05-10T07:00:00,"4600 Block Monongahela Pittsburgh, PA 15207",Y,Hazelwood,4,NA,9999 Miscellaneous Report (No Crime),1515,5,3,-79.9445394138297,40.41498739554021
339379,3396760,23069993,99,2023-05-08T18:00:00,"1300 Block Chicago ST Pittsburgh, PA 15214",N,Northview Heights,1,NA,2701 Simple Assault.,2609,1,1,-80.0018064639388,40.478046080160524
339380,3396761,23069546,6,2023-05-10T07:00:00,"2100 Block Woodward AV Pittsburgh, PA 15226",N,Brookline,6,THEFT FROM AUTO,3934 Theft from Vehicle,1917,4,5,-80.02070132370959,40.4020485699459
339381,3396763,23069559,26,2023-05-10T08:18:00,"5700 Block Bryant ST Pittsburgh, PA 15206",N,Highland Park,5,UNAUTHORIZED USE VEHICLE/AUTO,3928 Unauthorized Use of Automobile and Other Vehicles.,1102,7,2,-79.92114132979192,40.47598530098435
339382,3396766,23069569,6,2023-05-09T23:40:00,"2400 Block Bedford AV Pittsburgh, PA 15219",N,Bedford Dwellings,2,THEFT/PROP-LOST/MISLAID/DEL,"3924 Theft of Property Lost, Mislaid or Delivered by Mistake.",509,6,3,-79.97427399849045,40.44961434187343
339385,3396773,23069576,99,2023-05-10T08:51:00,"Crucible ST & Woodlow ST Pittsburgh, PA 15205",Y,Crafton Heights,6,NA,1786 Required Financial Responsibility.,2814,2,5,-80.05105092680013,40.447062949599044
339386,3396774,23069996,99,2023-05-08T23:59:00,Zone 1,N,,1,NA,9129 Miscellaneous Investigation,,,,,
339387,3396775,23069580,99,2023-05-10T08:55:00,"7200 Block Everton ST Pittsburgh, PA 15206",Y,Lincoln-Lemington-Belmar,5,NA,9012 Non-Violent Domestic,1202,9,2,-79.89262129182721,40.46298873628601
339388,3396778,23069998,10,2023-05-10T20:41:00,"Grandview AV Pittsburgh, PA 15211",Y,Mount Washington,3,HARRASSMENT/THREAT/ATTEMPT/PHY,"2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury / 2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",1914,2,5,-80.02168942245676,40.43951182699083
339389,3396779,23070001,99,2023-05-10T20:46:00,"500 Block W Jefferson ST Pittsburgh, PA 15212",N,Central North Side,1,NA,3304 Criminal Mischief. / 3745 Accidents Involving Damage to Unattended Veh.or Prop. / 3746 Immediate Notice of Accident to Police Department,2503,,,-79.89107059160587,40.441269730682514
339390,3396781,23069582,99,2023-05-10T09:01:00,"2100 Block Pauline AV Pittsburgh, PA 15216",N,Beechview,6,NA,9123 Miscellaneous Fire Other Investigation to Continue,1920,4,5,-80.0259894724654,40.40514164696395
339391,3396782,23070002,99,2023-05-10T20:30:00,"4900 Block Baum BL Pittsburgh, PA 15213",N,Bloomfield,5,NA,3745 Accidents Involving Damage to Unattended Veh.or Prop.,804,7,2,-79.94652203732653,40.45431575916028
339392,3396783,23070003,99,2023-05-10T20:45:00,"5500 Block Covode ST Pittsburgh, PA 15217",N,Squirrel Hill South,4,NA,9504 Lost Property,1413,5,3,-79.9302855336999,40.43130858679031
339393,3396784,23070038,99,2023-05-10T22:50:00,"300 Block S Main ST Pittsburgh, PA 15220",N,West End,6,NA,9994 PFA Service,2019,7,2,-79.95794766796888,40.467383013699234
339394,3396786,23070017,10,2023-05-10T21:16:00,"7000 Block Kedron ST Pittsburgh, PA 15208",N,Homewood North,5,TERRORISTIC THREATS,2706 Terroristic Threats.,1301,9,2,-79.89974483605357,40.46189748786659
339395,3396789,23070044,3,2023-05-10T22:20:00,"S Graham ST & Brownell ST Pittsburgh, PA 15232",N,Shadyside,4,ROBBERY/HIGHWAY/GUN,3701 Robbery.,709,8,2,-79.93524553212839,40.45448447045081
339396,3396790,23069583,6,2023-05-10T09:00:00,"5500 Block Centre AV Pittsburgh, PA 15232",Y,Shadyside,4,RETAIL THEFT (SHOPLIFTING),"3929 Retail Theft. / 2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",709,8,2,-79.93645164728059,40.45657066874426
339397,3396792,23069592,99,2023-05-10T08:30:00,"300 Block S Main ST Pittsburgh, PA 15220",Y,West End,6,NA,9999 Miscellaneous Report (No Crime),2019,7,2,-79.95794766796888,40.467383013699234
339398,3396795,23069593,6,2023-05-10T07:30:00,"3100 Block Cordell PL Pittsburgh, PA 15203",N,Arlington Heights,3,THEFT FROM AUTO,3304 Criminal Mischief.,1604,3,3,-79.96345297671687,40.41771717125802
339399,3396797,23069595,99,2023-05-10T08:27:00,"7500 Block Kelly ST Pittsburgh, PA 15208",Y,Homewood South,5,NA,9497 Aided Case,1303,,,,
339400,3396798,23070047,3,2023-05-10T22:52:00,"Shady AV & Howe ST Pittsburgh, PA 15206",N,Shadyside,4,ROBBERY/HIGHWAY/GUN,3701 Robbery.,706,8,2,-79.92172253084576,40.45452792143123
339401,3396804,23070057,14,2023-05-10T23:28:00,"300 Block Mathews AV Pittsburgh, PA 15210",N,Knoxville,3,CRIMINAL MISCHIEF,3304 Criminal Mischief.,3001,3,5,-79.99306348637869,40.41309748061354
339402,3396805,23070064,99,2023-05-10T23:38:00,"2100 Block Rhine ST Pittsburgh, PA 15212",Y,Spring Hill-City View,1,NA,9498 302 (Mental),2620,1,1,-79.99361351005419,40.46659027664096
339403,3396807,23070069,6,2023-05-10T23:56:00,"100 Block Ruth ST Pittsburgh, PA 15211",Y,Mount Washington,3,THEFT/PROP-LOST/MISLAID/DEL,3921 Theft by Unlawful Taking or Disposition.,1915,2,5,-80.00523189796654,40.42379088929855
339404,3396808,23070093,99,2023-05-11T01:16:00,"8600 Block Bricelyn ST Pittsburgh, PA 15221",Y,East Hills,5,NA,9497 Aided Case,1306,9,2,-79.87435922741766,40.457864773488616
339405,3396810,23070102,11,2023-05-10T23:53:00,"600 Block 1st AV Pittsburgh, PA 15219",N,Central Business District,2,THEFT BY DECEPTION,3921 Theft by Unlawful Taking or Disposition. / 4106 Access Device Fraud,201,6,6,-79.99604094521762,40.43503956591046
339406,3396821,23069602,6,2023-05-01T22:00:00,"2300 Block Almont ST Pittsburgh, PA 15210",N,Carrick,3,THEFT/ALL OTHERS,4106 Access Device Fraud,2904,4,3,-79.98809663118487,40.38793551729006
339407,3396826,23069605,9,2023-02-13T12:00:00,"7300 Block Penn AV Pittsburgh, PA 15208",N,Point Breeze,4,FORGERY,4101 Forgery.,1406,9,3,-79.89916972875382,40.447986931132185
339408,3396829,23069607,99,2023-05-10T10:10:00,"900 Block Penn AV Pittsburgh, PA 15222",Y,Central Business District,2,NA,9999 Miscellaneous Report (No Crime),201,6,6,-79.9980468769971,40.44361867005384
339409,3396830,23070060,99,2023-05-11T00:01:00,"1300 Block Centre AV Pittsburgh, PA 15219",Y,Central Business District,2,NA,9489 Found Property,201,6,6,-79.98849343628405,40.43994758823719
339410,3396832,23070092,21,2023-05-11T01:52:00,"2100 Block Spring ST Pittsburgh, PA 15210",Y,Arlington,3,DRIVING UNDER INFLUENCE,3304 Criminal Mischief. / 3802(a)(1) DUI - General Impairment / 3802(c) DUI - Highest Rate of Alcohol - BAC >= .16%,1603,3,3,-79.97763407123789,40.41693496371103
339411,3396833,23070116,10,2023-05-11T03:55:00,"2000 Block 5th AV Pittsburgh, PA 15219",Y,Central Business District,2,RESIST ARREST/OTHER LAW ENFORC,5104 Resisting Arrest or Other Law Enforcement. / 5503(a)(2) DISORDERLY CONDUCT - UNREASONABLE NOISE,201,6,3,-79.97753290656495,40.43801068685907
339412,3396835,23069608,10,2023-05-10T10:00:00,"300 Block 5th AV Pittsburgh, PA 15222",Y,Central Business District,2,SIMPLE ASSAULT/INJURY,"2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury",201,6,6,-80.00029037044739,40.440526190504364
339413,3396836,23069612,20,2023-05-01T09:00:00,"200 Block THE BOULEVARD ST PITTSBURGH, PA 15210",Y,Carrick,1,ENDANGER WELFARE OF CHILDREN,4304(a)(1) Endangering Welfare of Children.,2902,4,3,-79.98573627972618,40.40109926986522
339414,3396837,23069613,99,2023-05-10T08:00:00,"3600 Block Bates ST Pittsburgh, PA 15213",N,Central Oakland,4,NA,3745 Accidents Involving Damage to Unattended Veh.or Prop.,406,3,3,-79.95478994041035,40.43712116576837
339415,3396838,23069614,7,2023-05-10T10:19:00,"400 Block N Highland AV Pittsburgh, PA 15206",N,East Liberty,5,MOTOR VEH THEFT/TRUCK-BUS,3921 Theft by Unlawful Taking or Disposition.,1115,9,2,-79.92217494469345,40.46516578481274
339416,3396840,23069629,6,2023-05-10T07:30:00,"2600 Block Sidney ST Pittsburgh, PA 15203",N,South Side Flats,3,THEFT/ALL OTHERS,3921 Theft by Unlawful Taking or Disposition.,1609,,,,
339417,3396842,23069637,99,2023-05-10T09:00:00,"5100 Block Butler ST Pittsburgh, PA 15201",N,Upper Lawrenceville,2,NA,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1011,7,2,-79.95543681939647,40.478373271004834
339418,3396843,23069641,14,2023-05-10T10:30:00,"300 Block Grant ST Pittsburgh, PA 15219",N,Central Business District,2,CRIMINAL MISCHIEF (AUTO),3304 Criminal Mischief.,201,6,6,-79.997930134059,40.43781247850115
339419,3396844,23069645,99,2023-05-10T11:00:00,"1400 Block Popular AV Braddock, PA 15104",Y,Homewood North,5,NA,9094 Recovered Stolen Vehicle (OUTSIDE CITY),1301,,,,
339420,3396901,23066861,11,2023-05-05T11:50:00,"5800 Block Forbes AV Pittsburgh, PA 15217",N,Squirrel Hill South,4,CREDIT CARDS,4106 Access Device Fraud,1408,5,3,-79.9228071341134,40.43791098906633
339421,3396903,23066862,6,2023-05-05T11:55:00,"1800 Block Niggel ST Pittsburgh, PA 15212",N,Troy Hill,1,THEFT FROM AUTO,4106 Access Device Fraud / 3934 Theft from Vehicle / 3921(a) Theft by Unlawful Taking or Disposition - Movable item,2406,1,1,-79.98006115699116,40.467811687664046
339422,3396904,23066871,99,2023-05-05T12:00:00,"2800 Block E Carson ST Pittsburgh, PA 15203",Y,South Side Flats,3,NA,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1609,2,5,-80.04568778018974,40.45840333057247
339424,3396906,23066876,99,2023-05-05T12:15:00,"Tokay ST & Bennett ST Pittsburgh, PA 15221",N,East Hills,5,NA,3743 Accidents Involving Damage to Attended Veh. or Property,1306,9,2,-79.88070585387179,40.45470439378665
339425,3396909,23066880,14,2023-05-05T12:00:00,"5th AV & 6th AV Pittsburgh, PA 15219",N,Central Business District,2,CRIMINAL MISCHIEF (AUTO),3304 Criminal Mischief.,201,6,6,-79.99482989547425,40.438958968902874
339426,3396910,23066883,99,2023-05-05T12:29:00,"Chatham SQ & 5th AV Pittsburgh, PA 15219",N,Bluff,2,NA,3743 Accidents Involving Damage to Attended Veh. or Property,103,6,6,-79.99094742484327,40.43881465754106
339427,3396912,23066889,5,2023-05-05T12:37:00,"200 Block Alries ST Pittsburgh, PA 15210",N,Carrick,3,BURGLARY/FORCE ENT/RES,3502 Burglary.,2902,4,3,-79.98562299128038,40.39957596928951
339428,3396915,23066891,99,2023-05-03T11:00:00,"6400 Block Penn AV Pittsburgh, PA 15206",N,East Liberty,5,NA,8104 CLASS 1 - Suspicious Package or Device,1115,9,2,-79.91743506731456,40.45751349471281
339429,3396918,23066893,6,2023-05-05T12:47:00,"2100 Block Sidney ST Pittsburgh, PA 15203",N,South Side Flats,3,THEFT FROM AUTO,3934 Theft from Vehicle,1609,3,3,-79.97600225882421,40.429240215096364
339430,3396920,23066897,11,2023-05-05T12:53:00,"400 Block Blvd Of The Allies Pittsburgh, PA 15219",N,Central Business District,2,THEFT BY DECEPTION,3922 Theft by Deception.,201,,,,
339431,3396921,23066899,6,2023-05-03T19:15:00,"800 Block East ST Pittsburgh, PA 15212",N,East Allegheny,1,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,2304,1,1,-79.99813009513555,40.454847466458475
339432,3396923,23066904,6,2023-05-05T12:45:00,"5300 Block 2nd AV Pittsburgh, PA 15207",N,Hazelwood,4,THEFT FROM COIN OPERATED MACH,3921(a) Theft by Unlawful Taking or Disposition - Movable item,1515,5,3,-79.94254572884263,40.404558821596886
339433,3396924,23066906,99,2023-05-05T13:00:00,"200 Block Wilbur ST Pittsburgh, PA 15210",Y,Knoxville,3,NA,9489 Found Property,3001,3,5,-79.99259861552062,40.40744310067461
339434,3396926,23066909,99,2023-05-04T14:00:00,"5700 Block 5th AV Pittsburgh, PA 15232",N,Shadyside,4,NA,9999 Miscellaneous Report (No Crime),706,8,3,-79.9290233854524,40.44953836428102
339435,3396927,23066878,8,2023-05-05T12:15:00,"2400 Block Shady AV Pittsburgh, PA 15217",Y,Squirrel Hill South,4,CRIM MISCHIEF(ARSON-INVOLV),3301(d.1) Dangerous Burning,1408,5,3,-79.92063686162334,40.430036065319804
339436,3396929,23066933,99,2023-05-05T14:14:00,"1400 Block N Highland AV Pittsburgh, PA 15206",Y,Highland Park,5,NA,9999 Miscellaneous Report (No Crime),1106,7,2,-79.91712391706409,40.476534052293374
339437,3396930,23066935,10,2023-05-04T16:05:00,"7100 Block Everton ST Pittsburgh, PA 15206",N,Lincoln-Lemington-Belmar,5,SIMPLE ASSAULT/INJURY,"2701 Simple Assault. / 2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",1202,,,,
339438,3396931,23066938,5,2023-05-05T03:00:00,"600 Block Elm Spring DR Pittsburgh, PA 15216",N,Banksville,6,BURGLARY/FORCE ENT/RES,3304 Criminal Mischief. / 3502 Burglary.,2023,2,5,-80.03835447887518,40.416893116668845
339439,3396936,23066941,99,2023-05-05T14:30:00,"5200 Block Lytle ST Pittsburgh, PA 15207",N,Hazelwood,4,NA,9994 PFA Service,1501,5,3,-79.94517931415133,40.40504255167658
339440,3396938,23066942,99,2023-05-05T09:11:00,"4900 Block Brown WY Pittsburgh, PA 15224",Y,Garfield,5,NA,9999 Miscellaneous Report (No Crime),1017,9,2,-79.94460272298268,40.46791336678301
339441,3396939,23066953,6,2023-05-05T00:01:00,"50 Block 55th ST Pittsburgh, PA 15201",N,Upper Lawrenceville,2,MTR THFT (TRUCK AND BUS)-PLATE O,3921 Theft by Unlawful Taking or Disposition.,1011,7,2,-79.95150318857678,40.48468302166304
339442,3396940,23066954,11,2023-05-04T00:01:00,"400 Block S Graham ST Pittsburgh, PA 15232",N,Friendship,5,CREDIT CARDS,4106 Access Device Fraud,807,7,2,-79.93705543948363,40.459324911954866
339443,3396941,23066963,6,2023-05-05T15:11:00,"2600 Block E Carson ST Pittsburgh, PA 15203",N,South Side Flats,3,RETAIL THEFT (SHOPLIFTING),"3929(a)(1) Retail Theft; takes possession of, carries away, or transfers displayed merchandise",1609,3,3,-79.96824218932913,40.42727897405583
339444,3396943,23066969,99,2023-05-05T15:51:00,"10 Block Hemlock ST Pittsburgh, PA 15212",Y,Central North Side,1,NA,3745 Accidents Involving Damage to Unattended Veh.or Prop.,2206,6,1,-80.0058580209772,40.457661876264005
339445,3396944,23066972,3,2023-05-05T15:20:00,"400 Block Grant ST Pittsburgh, PA 15219",N,Central Business District,2,ROBBERY/MISC/GUN,3701 Robbery.,201,6,6,-79.99749861293125,40.43837909485443
339446,3396945,23066975,26,2023-05-05T15:32:00,"500 Block N Taylor AV Pittsburgh, PA 15212",N,Central North Side,1,CRIMINAL TRESPASS,3503 Criminal Trespass,2206,1,1,-80.01233900798712,40.45657467249231
339447,3396946,23066990,26,2023-05-05T14:45:00,"1200 Block E Carson ST Pittsburgh, PA 15203",N,South Side Flats,3,HARRASSMENT-OTHER,2709(a) Harassment.,1702,3,3,-79.98621319665266,40.42858285987488
339448,3396947,23066993,99,2023-05-05T16:05:00,"1300 Block 5th AV Pittsburgh, PA 15219",N,Bluff,2,NA,3743 Accidents Involving Damage to Attended Veh. or Property,103,6,3,-79.9881564274288,40.43854608750435
339449,3396948,23066996,99,2023-05-05T16:08:00,"900 Block W North AV Pittsburgh, PA 15233",Y,Central North Side,1,NA,9489 Found Property,2206,1,1,-80.01744704292052,40.45357466185038
339450,3396950,23067004,99,2023-05-05T16:16:00,"700 Block 52nd ST Pittsburgh, PA 15201",Y,Upper Lawrenceville,2,NA,9497 Aided Case,1011,7,2,-79.95136322612416,40.478225739638795
339451,3396951,23067005,99,2023-05-05T16:15:00,"300 Block W Waterfront Dr ST West homestead, PA 15120",Y,Outside City,OSC,NA,9094 Recovered Stolen Vehicle (OUTSIDE CITY),5599,,,-79.91834411059378,40.406696953410986
339452,3396953,23070482,4,2023-05-11T17:33:00,"200 Block Lothrop ST Pittsburgh, PA 15213",N,West Oakland,4,AGG ASSAULT/GUN/INJURY,9129 Miscellaneous Investigation,402,8,3,-79.96092869752826,40.442247023078565
339453,3396956,23070484,6,2023-05-11T18:07:00,"100 Block Pearl ST Pittsburgh, PA 15224",N,Bloomfield,5,THEFT/PROP-LOST/MISLAID/DEL,3921 Theft by Unlawful Taking or Disposition.,903,7,2,-79.94808325136718,40.46566892965783
339454,3396957,23070486,99,2023-05-11T18:30:00,"3400 Block Brighton RD Pittsburgh, PA 15212",Y,Brighton Heights,1,NA,9999 Miscellaneous Report (No Crime),2708,1,1,-80.03110763999446,40.47791434975184
339455,3396958,23070505,99,2023-05-11T19:30:00,"600 Block 1st AV Pittsburgh, PA 15219",Y,Central Business District,2,NA,9501 Bench Warrant,201,6,6,-79.99604094521762,40.43503956591046
339456,3396959,23070524,17,2023-05-11T18:49:00,Zone 2,Y,,2,INDECENT EXPOSURE,3127 Indecent Exposure. / 5503 Disorderly Conduct. / 5505 Public Drunkenness / 5901 Open Lewdness.,,,,,
339457,3396961,23070529,10,2023-05-11T18:37:00,"1st AV & Municipal Courts DR Pittsburgh, PA 15219",Y,Bluff,2,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",103,6,6,-79.99509237327393,40.43518654963092
339458,3396962,23070537,99,2023-05-11T19:00:00,"1700 Block 5th AV Pittsburgh, PA 15219",Y,Crawford-Roberts,2,NA,9504 Lost Property,305,6,3,-79.98248339028213,40.43829758092047
339459,3396963,23070544,99,2023-05-11T19:05:00,"Heths ST & Mapleton WY Pittsburgh, PA 15206",N,Highland Park,5,NA,9999 Miscellaneous Report (No Crime),1102,7,2,-79.92831715788736,40.47379687198491
339460,3396966,23070571,6,2023-05-13T21:17:00,"600 Block Hillsboro ST Pittsburgh, PA 15204",N,Sheraden,6,THEFT/ALL OTHERS,3921 Theft by Unlawful Taking or Disposition.,2018,,,,
339461,3396968,23070574,6,2023-05-11T19:57:00,"1100 Block Lincoln AV Pittsburgh, PA 15206",N,Lincoln-Lemington-Belmar,5,RETAIL THEFT (SHOPLIFTING),"3929(a)(1) Retail Theft; takes possession of, carries away, or transfers displayed merchandise",1203,9,2,-79.90004659627567,40.46424362652595
339462,3396972,23070577,99,2023-05-11T20:25:00,"3800 Block Brighton RD Pittsburgh, PA 15212",Y,Brighton Heights,1,NA,9501 Bench Warrant,2701,1,1,-80.03569611050388,40.48455804314705
339463,3396973,23070580,99,2023-05-11T18:30:00,"Liberty AV & Stanwix ST Pittsburgh, PA 15222",Y,Central Business District,2,NA,9489 Found Property,201,6,6,-80.00390057766934,40.44137933178516
339464,3397042,23070122,15,2023-05-11T02:47:00,"700 Block N Dallas AV Pittsburgh, PA 15208",N,Homewood West,5,WEAPONS-CARRY/POS-OTHER,8106 Shots Fired,1207,9,2,-79.90437145254216,40.45723829242328
339465,3397043,23070126,10,2023-05-11T05:17:00,"200 Block Grandview AV Pittsburgh, PA 15211",N,Mount Washington,3,HARASSMENT/STALKING/THREAT/ATTMEPT/PHY,5506 Loitering and Prowling at Night / 3733 Fleeing or Attempting to Elude Police Officer / 2709.1 Stalking Conduct or Repeatedly Acts Including Follows,1903,2,5,-80.00801645334724,40.432382791125455
339466,3397045,23070134,99,2023-05-11T03:48:00,"100 Block Newburn AV Pittsburgh, PA 15227",Y,Carrick,3,NA,9497 Aided Case,2904,,,,
339467,3397046,23070141,10,2023-05-11T05:25:00,"1600 Block Princess AV Pittsburgh, PA 15216",Y,Beechview,6,SIMPLE ASSAULT/INJURY,2701 Simple Assault. / 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck,1916,4,5,-80.0176638142552,40.41074334197992
339468,3397048,23070143,14,2023-05-11T05:34:00,"200 Block Stanwix ST Pittsburgh, PA 15222",N,Central Business District,2,CRIMINAL MISCHIEF (AUTO),3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,201,6,6,-80.00488340744737,40.4398315923209
339469,3397049,23070145,99,2023-05-11T06:35:00,"2000 Block Calistoga PL Pittsburgh, PA 15221",Y,East Hills,5,NA,9501 Bench Warrant,1306,,,-79.87227257915065,40.449310175304866
339470,3397050,23070147,10,2023-05-11T06:02:00,"200 Block Fernleaf ST Pittsburgh, PA 15210",N,Arlington,3,SIMPLE ASSAULT/INJURY,2701 Simple Assault.,1603,3,3,-79.97615539954984,40.41637322842718
339471,3397052,23070160,99,2023-05-11T06:40:00,"1400 Block Locust ST Pittsburgh, PA 15219",Y,Bluff,2,NA,9999 Miscellaneous Report (No Crime),103,6,3,-79.98545870068509,40.43604397407142
339472,3397053,23070161,99,2023-05-11T07:00:00,"500 Block Tripoli ST Pittsburgh, PA 15212",Y,East Allegheny,1,NA,9496 Dead on Arrival (DOA),2304,1,1,-80.00094024669815,40.45625794623097
339473,3397054,23070166,99,2023-05-10T15:00:00,Zone 4,N,,4,NA,3124.1 Sexual Assault / 3921(a) Theft by Unlawful Taking or Disposition - Movable item,,,,,
339474,3397055,23070170,10,2023-05-11T07:30:00,"2800 Block E Carson ST Pittsburgh, PA 15203",Y,South Side Flats,3,HARRASSMENT/THREAT/ATTEMPT/PHY,2709(a) Harassment.,1609,2,5,-80.04568778018974,40.45840333057247
339475,3397056,23070178,99,2023-05-11T08:15:00,"1700 Block Noblestown RD Pittsburgh, PA 15205",Y,Crafton Heights,6,NA,9090 Recovered Firearm,2815,2,5,-80.05268665992341,40.437716526240294
339476,3397058,23070193,14,2023-05-11T09:00:00,"4900 Block Kincaid ST Pittsburgh, PA 15224",N,Garfield,5,CRIMINAL MISCHIEF (AUTO),3304 Criminal Mischief.,1017,9,2,-79.94469244706424,40.467524625652764
339477,3397059,23070201,18,2023-05-11T07:30:00,"100 Block PARKFIELD AV PITTSBURGH, PA 15210",Y,Carrick,3,MARIJUANA-POSSESS,13(a)(31)(i) Marijuana - Possess Small Amt for Personal Use,2904,,,,
339478,3397060,23070208,6,2023-05-11T09:25:00,"1600 Block Perrysville AV Pittsburgh, PA 15212",Y,Central North Side,1,THEFT FROM AUTO,3934 Theft from Vehicle,2503,,,,
339479,3397061,23070210,18,2023-05-11T07:30:00,"100 Block PARKFIELD AV PITTSBURGH, PA 15210",Y,Carrick,3,MARIJUANA-POSSESS,13(a)(31)(i) Marijuana - Possess Small Amt for Personal Use,2904,,,,
339480,3397062,23070214,99,2023-05-11T09:15:00,"32nd ST & Smallman ST Pittsburgh, PA 15201",N,Strip District,2,NA,3743 Accidents Involving Damage to Attended Veh. or Property,203,7,6,-79.97075863825535,40.46146647308608
339481,3397064,23070215,10,2023-05-11T08:45:00,"2700 Block Murray AV Pittsburgh, PA 15217",Y,Squirrel Hill South,4,HARRASSMENT/THREAT/ATTEMPT/PHY,2709 Harassment (Non-Specific),1414,5,3,-79.92424030097487,40.42899299008039
339482,3397065,23070222,10,2023-04-26T12:00:00,"9TH ST & LIBERTY AV PITTSBURGH, PA 15207",Y,Central Business District,2,HARRASSMENT/THREAT/ATTEMPT/PHY,2709(a) Harassment.,201,6,6,-79.99797697714195,40.44294454229702
339483,3397066,23070223,99,2023-05-09T10:30:00,"500 Block 40TH ST PITTSBURGH, PA 15224",Y,Bloomfield,5,NA,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",903,7,2,-79.95751577585202,40.46354848369741
339484,3397067,23070235,26,2023-05-07T15:30:00,Zone 2,N,,2,INVASION PRIVACY - VICTIM FULL OR PART NUDE,3131(c)(1) Unlawful dissemination of intimate image -- Person depicted IS a minor UNDER 18 (M1),,,,,
339485,3397071,23070241,24,2023-05-11T09:00:00,"700 Block 5th AV Pittsburgh, PA 15219",Y,Bluff,2,HARRASSMENT BY COMUN/ADDRESS,2709(a) Harassment.,103,6,6,-79.9933558206602,40.43877245742668
339486,3397074,23070243,11,2023-04-11T12:00:00,"80 Block Pasadena ST Pittsburgh, PA 15211",N,Mount Washington,3,CREDIT CARDS,4106 Access Device Fraud,1807,3,5,-80.00191620351339,40.42293733412247
